Unique ID,Reference Text,Description,Clause,Responsibility,Records,Inspection Method,HpWpCString,ItemTypeString
9fa3a2bc-495a-4f9b-99fe-a70d813074bd,Milestone 1,"Construction Procedures
The contractor shall provided to the administrator a construction procedure for installation of geosynthetics material 14 days prior to the commencement of any works.",MRTS104 Cl 5.2,Engineer,Correspondence,Review
0cdcaf80-0d77-41e4-843b-669b6d1e296b,Hold Point 1,"Acceptance of Construction Procedures
Administrator has reviewed construction procedures and provides approval to commence Geosynthetics works",MRTS104 Cl 5.2,Engineer,Correspondence,Review
325bdf42-1405-4df9-9ba5-5647ad2b8b44,,"Material Selection
Geogrid Selection
 As Specified in Clause 1 of Annexure MRTS104.1
 Polymeric Geogrid
 Glass fibre Geogrid
Binder Selection
 Class 170 bitumen
 Bituminous CRS Emulsion","Annexure MRTS104.1 Cl 1
MRTS17
MRTS21",Engineer,Certificate,Review
ee2d8c3b-3665-4120-b4bf-68f74e97cb9d,Milestone 2,"Material Conformance Certificate
Material test certificates and results shall be submitted at least 14 days prior to commencement of works",MRTS104 Cl 7.2,Engineer,Certificate,Review
4ac3246e-755a-44fd-b04f-f803ff65af94,Hold Point 2,"Acceptance of Geosynthetics
Material test certificates have been reviewed and approved/accepted by contractor administrator prior to commencement of works.","MRTS104 Cl 7.2
MRTS104 Table 7.2 (a)
MRTS104 Table 7.2 (b)",Engineer,Correspondence,Review
621ed25c-5701-4b9a-9d59-7ee167f18949,Milestone 3,"Delivery
Pavement geosynthetic reinforcement shall be delivered to the site at least 14 days prior to commencement of installation.",MRTS104 Cl 8,Supervisor,Correspondence,Visual
31c9c0e5-cb91-40d5-8e7f-e8a87b3fe015,Hold Point 3,"Storage
Geosynthetics have been stored as per below
Product has been clearly marked for batch identification
Not exposed to UV radiation
Not exposed to Moisture
Stored temperature shall be between -15¡C and 80¡C.",MRTS104 Cl 8,Supervisor,Correspondence,Visual
49176f9b-dda0-4125-955f-11e70d12b5d0,Milestone 4,"Technical Prestart Meeting
At least three days prior to the commencement of any Works related to the placement of the asphalt geosynthetic, the Contractor shall facilitate a Technical Prestart Meeting.",MRTS104 Cl 9.1,Engineer,Correspondence,Review
79800332-0b5c-4069-94ba-66d020c4d288,Hold Point 5,"Bond Coat approval
Seal design with bond coat application rate has been approved",MRTS104 Cl 9.5.2,Engineer,Correspondence,Review
8c49aa50-fd41-424b-90ee-0fcdb42f207e,Hold Point 4,"Placement Trial
 Placement Trial required Yes No
 Placement trial completed and satisfied",MRTS104 Cl 9.2,Engineer,Correspondence,Review
4e8042e9-d27b-43bc-bf4d-e8f15f681b9d,,"Surface Preparation
No Loose, Segregated or Contaminated Areas on Finished Surface before placing the materials providing a level and uniform ground surface
MH covers, gully pits, kerbs have been protected
All pavement markings have been removed, cleaned",MRTS104 Cl 9.3.2,Supervisor,Correspondence,Visual
dcf1e73e-e361-40ab-9c0c-17ce9ca7804b,Witness Point 1,"Crack Filling
Existing cracks between 3mm and 10mm shall be cleaned by compressed air or vacuum and will be filled using PMB prior to spray the bond coat and placement of geosynthetics. (No strain alleviating strip is allowed on top or beneath the geosynthetics crack fill area).",MRTS104 Cl 9.3.3,Supervisor,Correspondence,Visual
4b8e54b9-cfe7-4044-b805-badee0784658,Witness Point 2,"Surface Inspection prior to placement
Prepared pavement surface shall be inspected by the Administrator to ensure that the prepared pavement surface is in accordance with MRTS104.",MRTS104 Cl 9.3.4,"Engineer
Supervisor",Correspondence,"Review, Visual"
9b52a5f7-2e07-47ba-9622-9e48e51880a2,,"Weather Conditions
Spraying shall not proceed in any of the following situations: 
a) during rainfall 
b) when rainfall appears to be imminent 
c) wind speed > 30km/h
d) Pavement temperature < 50¡C",MRTS104 Cl 9.4,"Engineer
Supervisor",Verification Checklist,"Review, Visual"
9c32f38d-a2aa-4ea0-a44b-89e5fa54e4cf,,"Bond Coat
a) Sand patch test required Yes No
b) Bond Coat Application Rate _____ l/m2
c) wind speed > 30km/h
d) Pavement temperature < 50¡C",MRTS104 Cl 9.4,"Engineer
Supervisor",Correspondence,"Review, Visual"
ced54b22-6b95-464b-be71-24440847226b,Witness Point 3,"Bond Coat Inspection prior to placement
Prepared bond coat shall be inspected by the Administrator to ensure that the prepared pavement surface is in accordance with MRTS104.",MRTS104 Cl 9.5.6,Engineer,Correspondence,Visual
049d2452-ef96-4e47-9545-da65283cef5c,Hold Point 6,"Bond Coat verification prior to placement (Emulsion only)
Where emulsion bond coat used, ensure emulsion completely breaks prior to application of geosynthetics.",MRTS104 Cl 9.5.3,Engineer,Correspondence,Visual
178c643c-a3f8-4ca2-b303-b5f3dd2f652c,,"Installation
Pavement geosynthetics shall be installed parallel to the road direction with wrinkle and folds removed. Where required the material may be pre-tensioned to eliminate slack. All joins shall be overlapped at a minimum of 300mm.
When required, the pavement geosynthetics may be pretensioned to eliminate slack. This requirement is applicable particularly to uniaxial geosynthetic product.","MRTS104 Cl 9.6.2
MRTS104 Cl 9.6.3
MRTS104 Cl 9.6.4","Engineer
Supervisor",Correspondence,Visual
51e65b62-6778-46d8-86b7-52cb5d257723,Witness Point 4,"Overlap/Joints Inspection prior to placement
Completed asphalt geosynthetics joints and overlaps shall be inspected by the Administrator.",MRTS104 Cl 9.6.4,"Engineer
Supervisor",Correspondence,Visual
f9100878-fe15-47eb-88ce-bfe677d68e4c,Witness Point 5,"Construction bond strength
construction bond strength testing shall be undertaken by the Contractor in accordance with Clause 10.2.5.","MRTS104 Cl 9.6.5
MRTS104 Cl 10.2.5",Engineer,Correspondence,Visual
fe1ce359-ba63-471c-86e6-e2d4f6fdbab3,Witness Point 6,"Asphalt geosynthetic placement & Inspection
 Placed using application frame
 Placed along the direction of traffic
 Free of wrinkles and folds
 Rolled using rubber tyre rollers
 Ensured the bond coat sticks to the geosynthetics.","MRTS104 9.6.2
MRTS 9.6.7",Supervisor,Correspondence,Visual
40b1cccb-1401-45d7-9dc6-50cc2034ac87,,"Damage Rectification
If any geosynthetic material is damaged before construction it shall be replaced and fixed.",MRTS104 Cl 9.8,Supervisor,Correspondence,Visual
ead703c3-057e-4dca-9427-3262e6a77c92,Witness Point 7,"Product Sample
A representative sample shall be taken from the roll(s) to be tested in accordance with ASTM D4354.",MRTS104 Cl 10.2.2,Engineer,Correspondence,Visual
