mrts,clause_id,title,page_start,page_end,text
MRTS30,1.1,Overview,6,7,"This Technical Specification sets out the requirements for asphalt used in road pavements and
includes the following asphalt types:
• Medium duty dense graded asphalt (AC7M, AC10M, AC14M and AC20M)
• Heavy duty dense graded asphalt (AC7H, AC10H, AC14H and AC20H)
• Open graded asphalt (OG10 and OG14), and
• Stone mastic asphalt (SMA10 and SMA14).
More sustainable asphalt and lower emissions
This Technical Specification requires asphalt mixes to contain a warm mix asphalt additive to
enable these mixes to be produced at a lower temperature than has historically been required (in
previous versions of this Technical specification). This temperature reduction should help lower
emissions and improve sustainability outcomes while still achieving a conforming product.
The term “dense graded asphalt” is used throughout this Technical Specification to refer to both
medium duty and heavy duty dense graded asphalt and may contain Reclaimed Asphalt Pavement
(RAP) material.
Guidance1 on the selection of binder grade for use in dense graded asphalt is provided in the table
below.
Traffic Volume
(Average Daily ESAs in the Design
Application Typical Binders
Lane in the Year of Opening)
Free Flowing High Shear2
< 1000 < 300 C320
Surfacing layer < 3000 < 1000 M10003
All All A15E4
< 3000 < 1000 C320
Layer below
All < 3000 C600, M1000
surfacing
All All A15E4
Layers covered All < 3000 C320
by at least two
All All C600, M1000, A15E4
layers of asphalt"
MRTS30,1,This table has been developed to assist designers in selecting binders to optimise performance outcomes,7,7,"on projects. Mixes may be used outside these parameters and still provide acceptable long-term
performance."
MRTS30,2,"High shear areas include signalised intersections and approaches, roundabouts and approaches, and",7,7,"other areas with very slow moving heavy vehicles. For bus stops, busways and bus-only lanes, specialist
advice should be sought from the Principal Engineer (Asphalt and Surfacings)."
MRTS30,3,M1000 typically has a shorter oxidation life than C320 and A15E binders. More frequent resurfacing,7,7,should be anticipated where M1000 binder is used in surfacing layers.
MRTS30,4,A15E binder is typically used in situations where enhanced deformation and/or fatigue resistance is,7,8,"desired.
This Technical Specification shall be read in conjunction with MRTS01 Introduction to Technical
Specifications, MRTS50 Specific Quality System Requirements and other Technical Specifications as
appropriate.
This Technical Specification forms part of the Transport and Main Roads Specifications Manual.
For projects that utilise this Technical Specification, the following personnel should have completed
and have a certificate of attainment for the Australian flexible Pavements Association (AfPA) course
“ASA407A Administration of Specifications - MRTS30 Asphalt Pavements”:
• Contractor’s and Prequalified Asphalt Contractor’s (PAC) Project Manager(s), Engineer(s)
and Site Supervisor(s) for the asphalt works
• Administrator, and Inspector.
The Administrator should implement an audit and surveillance plan. Typically, a minimum of 10% of
asphalt lots should be audited on the department’s projects. An increased or reduced frequency
may apply based on the PAC’s historical performance and the project’s risk profile.
This Technical Specification is based on the principles outlined in Austroads Guide to Pavement
Technology Part 4B: Asphalt. The Austroads Guide should be used by PACs and Administrators, in
conjunction with the material from the above mentioned AfPA course and Austroads Pavement
Work Tips, as the first point of reference.
Administrators can seek further advice on interpretation of this Technical Specification from the
Principal Engineer (Asphalt and Surfacings)."
MRTS30,1.2,Performance requirements,8,8,"The asphalt must not ravel, rut, shove, strip or bleed for the first 24 months after the Date of Practical
Completion, and the surface of the asphalt must comply with the surface shape requirements specified
in Table 9.5.2 for the first 12 months after the Date of Practical Completion.
The requirements of Clause 1.2 are based on the assumption that the asphalt works will be
completed shortly before the date of practical completion. Adjustment to these requirements may
be required for other scenarios."
MRTS30,2,Definitions of terms,8,8,"The terms used in this Technical Specification are defined in Clause 2 of MRTS01 Introduction to
Table 2 – Definition of terms
Term Definition
Asphalt mix design Person(s) nominated by the Deputy Chief Engineer (Pavements,
registrar Materials and Geotechnical) to register asphalt mix designs for use on
Department of Transport and Main Roads projects.
Prequalified asphalt An entity prequalified, in accordance with the requirements of the
contractor (PAC) Transport Infrastructure Project Delivery System Manual, to supply (i.e.,
manufacturing and/or paving only) asphalt to Department of Transport
and Main Roads projects. The prequalification category applicable to a
project is specified in the Contract.
Registered mix design The mix design, of a particular nominal size of asphalt, which has been
submitted by a manufacturer and registered by the Department of
Transport and Main Roads."
MRTS30,3,Referenced documents,8,9,"Table 3 lists the documents referenced in this Technical Specification.
Table 3 – Referenced documents
Reference Title
– Reclaimed Asphalt Pavement (RAP) Management Plan, Australian
Flexible Pavement Association
Advisory Note 7 Guide to the selection, heating and storage of binders for sprayed sealing
and hot mix asphalt
Reference Title
AG:PT/T220 Sample preparation - Compaction of asphalt slabs suitable for
characterisation
AG:PT/T234 Asphalt binder content (ignition oven method)
AG:PT/T235 Asphalt binder drain-off
AG:PT/T236 Asphalt particle loss
AG:PT/T237 Binder film index
AGPT/T193 Design of bituminous binder blends to a specified viscosity value
AGPT04B-14 Guide to pavement technology Part 4B: Asphalt
AP-PWT13 Temperature characteristics of binders in asphalt
AP-PWT15 Asphalt production process control
AP-PWT30 Asphalt shape correction
AP-PWT51 Asphalt tack coating
AS 1160 Bituminous emulsions for the construction and maintenance of pavements
AS 2150 Asphalt – A guide to good practice
ATM 192 Characterisation of the viscosity of reclaimed asphalt pavement (RAP)
binder using the dynamic shear rheometer (DSR)
ATM 231 Deformation resistance of asphalt mixtures by the wheel tracking test
ATM 232 Stripping potential of asphalt - Tensile strength ratio
ATM 250 Modified surface texture depth (pestle method)
MRTS01 Introduction to Technical Specifications
MRTS02 Provision of Traffic
MRTS17 Bitumen and Multigrade Bitumen
MRTS18 Polymer Modified Binder (including Crumb Rubber)
MRTS50 Specific Quality System Requirements
MRTS56 Construction Surveying
MRTS84 Deck Wearing Surface
MRTS101 Aggregates for Asphalt
MRTS102 Reclaimed Asphalt Pavement Material
MRTS103 Fillers for Asphalt
NGTM Nuclear Gauge Testing Manual, Transport and Main Roads
Pavement Design Pavement Design Supplement: Supplement to ‘Part 2: Pavement
Supplement Structural Design’ of the Austroads Guide to Pavement Technology,
Transport and Main Roads
RC 900.07 Test Method: Calibration of Nuclear Thin-Layer Density Gauge Using
Standard Blocks, Department of Transport and Planning
TIPDS Manual Transport Infrastructure Project Delivery System Manual, Transport and
Main Roads
TN148 Asphalt Mix Design Registration, Transport and Main Roads
TN183 Use of High Percentage of Reclaimed Asphalt Pavement (RAP) Material
in Dense Graded Asphalt, Transport and Main Roads"
MRTS30,4,Standard test methods,10,11,"The standard test methods given in Table 4 shall be used in this Technical Specification.
Further details of test numbers and test descriptions are given in Clause 4 of MRTS01 Introduction to
Table 4 – Standard test methods
Property to be Tested Test Method No.
General
Calculation of characteristic value of a lot AS 2891.14.15 or Q020
Selection of sampling or test sites AS 1289.1.4.2
Aggregate
Particle size distribution AS 1141.11.1
Filler
Methylene blue value AS 1141.66
Voids in dry compacted filler AS 1141.17
Asphalt
Air voids content of compacted asphalt Q311, AS/NZS 2891.8,
AS/NZS 2891.14.5
Asphalt binder drain-off AG:PT/T235
Asphalt particle loss AG:PT/T236
Binder content and aggregate grading AS/NZS 2891.3.1, Q308A
or AG:PT/T234
Binder film index AS/NZS 2891.8,
AG:PT/T237 or Q317
Compacted density / field density AS/NZS 2891.9.2,
AS/NZS 2891.9.3, Q306C,
Q306E or
AS/NZS 2891.14.2
Compaction of asphalt slabs AG:PT/T220
Compaction of asphalt test specimens (using a gyratory compactor) AS/NZS 2891.2.2
Compaction of asphalt test specimens (using a Marshall compactor) Q305
Design of bituminous binder blends to a specified viscosity value AGPT/T193
Deformation resistance ATM 231
Degree of particle coating AS/NZS 2891.11
Effective binder volume AS/NZS 2891.8 or Q311
Equivalent compaction temperature for warm mix asphalt Q323
Fixed binder fraction Q321
Marshall stability, flow and stiffness Q305
Maximum density AS/NZS 2891.7.1
Mix volume ratio Q318
Moisture content of bituminous mixes AS/NZS 2891.10
Property to be Tested Test Method No.
Proof rolling Q723
Resilient modulus AS/NZS 2891.13.1
Road roughness (Surface evenness) Q708B, Q708C or Q708D
Sampling of compacted asphalt – coring AS 2891.1.2
Sampling loose asphalt mix AS/NZS 2891.1.1
Tensile strength and tensile strength ratio ATM 232
Texture depth ATM 250
Three metre straightedge Q712
Viscosity of RAP binder ATM 192"
MRTS30,4.1.1,AS 1289.1.4.2,11,11,"For compaction lots when exclusions have not been specified, exclude any parts of the lot or sub-lot
which are within 200 mm of any top edge or construction joint."
MRTS30,4.1.2,AG:PT/T234,11,11,"Where testing is performed in accordance with Austroads Test Method AG:PT/T234, asphalt binder
content (ignition oven method), add the following note to Clause 3a. ""For certain heat sources, for
example, infrared, an ignition oven temperature lower than 540°C may be applicable""."
MRTS30,4.1.3,AS/NZS 2891.9.2,11,11,"Where testing is performed in accordance with Test Method AS/NZS 2891.9.2, the thickness of each
specimen shall be reported in addition to the bulk density and water absorption.
Notwithstanding the requirements of Section 1 of AS/NZS 2891.9.2, this test method can also be used
for dense graded asphalt with a water absorption exceeding 2% by volume."
MRTS30,4.1.4,Q306E and AS/NZS 2891.14.2,11,11,"Requirements for the determination of asphalt density bias and checking of the asphalt density bias
are specified in Clause 9.2.2. Calibration of thin-layer nuclear gauges shall be performed in
accordance with test method AS/NZS 2891.14.3 or RC 900.07."
MRTS30,4.1.5,ATM 231,11,11,"For SMA10 and SMA14 mixes, test specimens shall be compacted to an air voids content of 3.0% to
5.0%."
MRTS30,4.1.6,"AS/NZS 2891.2.2, Q305 and ATM 232",11,11,"When using AS/NZS 2891.2.2 and ATM-232, the laboratory compaction temperature nominated in
Q305 must be used.
Use of a mix compaction temperature that is different to that nominated in Q305 requires approval by
the Asphalt Mix Design Registrar prior to use and it must be stated on the asphalt mix design
certificate and all test reports."
MRTS30,4.1.7,ATM 232,12,12,"The freeze / thaw moisture conditioning of specimens detailed in Section 5.2 of ATM 232 is
mandatory."
MRTS30,5.1,"Hold Points, Witness Points and Milestones",12,12,"General requirements for Hold Points, Witness Points and Milestones are stated in Clause 5.2 of
MRTS01 Introduction to Technical Specifications.
The Hold Points, Witness Points and Milestones applicable to this Technical Specification are
summarised in Table 5.1.
Table 5.1 – Hold Points, Witness Points and Milestones
Clause Hold Point Witness Point Milestone"
